Gene,log2FoldChange,pvalue,padj
MAPK4,7.13539250325275,1.08050221363628e-40,1.09652345335571e-39
TIE1,7.12920408615116,3.37061026053712e-42,3.81317638535558e-41
NBPF22P,7.12574084173075,1.57367304500982e-40,1.576044647557e-39
MYBPH,7.12362049060616,3.16987061171124e-35,2.16520240291324e-34
DBH,7.12321110737703,4.78410085620421e-43,5.74343017125076e-42
C7,7.12290816055701,5.61579185575875e-45,7.80640539949298e-44
LHX3,7.12229957244741,3.99737399387052e-35,2.70265512463822e-34
CD300LG,7.11916808441907,2.87853255408808e-40,2.83057991154026e-39
CD1B,7.11734046839082,7.23306978759513e-39,6.36788336300202e-38
CAMKV,7.11711064740515,5.50137990475412e-38,4.57175987970309e-37
DUSP26,7.1108124786638,6.58569332386495e-37,5.03420661094404e-36
CXADRP2,7.10898960443817,3.59774531417082e-38,3.04632762915056e-37
C8A,7.10842194286044,5.06259632234474e-41,5.27006300336654e-40
FRG1JP,7.10780332989354,1.96407608242455e-62,1.09356571281157e-60
CRB2,7.1069429835805,6.60920429488413e-56,2.1715505211947e-54
CLDN2,7.1054682354454,1.60812143510006e-43,2.00659658900644e-42
CBX2,7.10502027064416,8.55541177255393e-44,1.08930802179471e-42
DNMT3L,7.1039908149003,3.77955346274481e-37,2.93931977674616e-36
AADACL4,7.10106078447076,1.71632845973618e-33,1.0387215804649e-32
AANAT,7.09979811641386,1.32417299559356e-52,3.28270612301119e-51
MATN4,7.09924553759486,1.10985021841078e-35,7.82478588277907e-35
FOXD4L3,7.0963941645314,1.88994018892589e-51,4.29268553826486e-50
TNNI1,7.09621724410206,6.61146196918161e-51,1.44129870928159e-49
PPFIA2,7.09288985793025,5.40421916338051e-47,8.75942714278536e-46
NOTUM,7.09284466557316,2.97522005447134e-36,2.17580789287057e-35
PDZRN4,7.08791374769692,2.58517993490824e-40,2.54641411008263e-39
CALHM4,7.08762541854128,8.30307695733826e-37,6.3165320678776e-36
IMPA1P1,7.0836487442208,1.46194838716623e-56,5.07885307318914e-55
CRISP1,7.08181324022436,2.38691152727463e-35,1.64347474509975e-34
CCDC169-SOHLH2,7.08129281040526,4.37767922182287e-44,5.72964229026512e-43
KCNMA1,7.08033034124328,3.85552971609692e-60,1.79295186639532e-58
GREB1,7.07881926166575,5.81005842536479e-57,2.12221655356277e-55
CCDC144NL,7.07599978537622,5.96183916302095e-45,8.26513113037649e-44
MMD2,7.07477500385309,9.17553236905784e-37,6.95968859848897e-36
MAST1,7.07440825340522,1.68531395304747e-54,4.93169783334247e-53
MYO1H,7.07435390894981,1.01937696129541e-57,3.94740315406894e-56
H2AB1,7.07380238232904,1.08122794589106e-31,5.78405009433956e-31
HRH3,7.07247508489447,5.46274378681483e-38,4.54515285751908e-37
ITIH3,7.07007282060814,8.16930975233902e-43,9.61691144045349e-42
KLF17,7.06868330465722,2.62943942985106e-39,2.39898501746509e-38
APOA5,7.0642056149286,1.52257850768627e-37,1.22287094880487e-36
TNFRSF8,7.06249966100926,2.73475519316473e-48,4.9075515448072e-47
GPX5,7.06030903126648,6.06471330958786e-38,5.02975679914732e-37
GUSBP16,7.06027627503679,1.53948044542853e-72,2.02005329020848e-70
LOXL3,7.05593746321003,1.80553420334077e-68,1.58956453517193e-66
KIR3DL3,7.05063365754156,1.24031161059858e-35,8.72964109666602e-35
MCF2,7.04711024397835,2.08469877672324e-44,2.77793528455856e-43
MROH7-TTC4,7.04493754541959,3.30561347594648e-60,1.54419372376357e-58
GNG13,7.04320515469573,1.56996810665754e-45,2.28733472172927e-44
ACCSL,7.04138753289771,6.1230548781781e-34,3.81551886102078e-33
FHL5,7.04087602352673,1.30506941142192e-33,7.94965551292222e-33
MST1L,7.03712514640861,1.00114146072521e-72,1.34800753152942e-70
MYO3B,7.03540632510545,9.88363823939282e-54,2.71483775159642e-52
WNT1,7.03412762150519,9.62866959061335e-35,6.33334042899827e-34
MOV10L1,7.0326750202518,5.83750650787275e-48,1.02434813942663e-46
C8B,7.03174510597836,2.13645712847019e-36,1.57696715527103e-35
CASP14,7.03169130917298,4.65502340870512e-45,6.51924794308186e-44
LILRP2,7.03122579532684,2.83230197561422e-45,4.04073774235655e-44
MPPED1,7.02341640944751,4.16709397058896e-37,3.22973299052307e-36
HES7,7.02171330144178,6.67188704857787e-36,4.78078417696531e-35
ITGA10,7.02097342703582,5.09147996141489e-62,2.73149944492469e-60
MYOZ3,7.01930665793801,8.54244953894167e-40,8.08373922607889e-39
CCKBR,7.0168540387085,2.2812425856781e-37,1.8075337887521e-36
IGSF21,7.01542478940196,3.93899309815376e-38,3.32298103255797e-37
GSTM2P1,7.01506321339758,5.50430014074141e-33,3.20866121107566e-32
TNR,7.01454762589416,2.52006284509872e-50,5.23344905966519e-49
THEG,7.01276631022408,8.99652851854001e-38,7.34591692471038e-37
HJV,7.01180548372429,7.67352703762025e-47,1.23213040141867e-45
KIR2DL1,7.01103815138154,9.25502586940415e-33,5.30503027088467e-32
AMBN,7.01017771544115,1.01823833659897e-38,8.86215799420164e-38
DRGX,7.00920774960461,1.9737439024054e-42,2.26524223584701e-41
GSX1,7.00349391125311,6.88428427360792e-32,3.72826341536795e-31
HEPH,7.00312967448074,1.99012282129125e-44,2.66224157411825e-43
IFNL1,7.00205029515215,3.31784502452333e-39,2.99784760307917e-38
FNDC5,7.00155554146799,1.23411091501434e-49,2.44460759232793e-48
DMBX1,7.00121535529419,1.45245705600272e-37,1.16837437761468e-36
ACR,7.00117929770592,6.61476583972639e-42,7.28720807829964e-41
ARID3C,6.99871209539412,2.39559941535346e-34,1.53266284334462e-33
CCKAR,6.99865671918239,1.55833452322578e-35,1.08603685767843e-34
FOXD4L5,6.9976895373352,3.39463109507049e-43,4.1331439237321e-42
HPR,6.99671867230304,1.29845580924434e-50,2.76337687254573e-49
INKA2,6.99664519029324,4.50680474495245e-57,1.67287719911289e-55
FGD5P1,6.99311395037911,1.17361406776436e-44,1.60010743944498e-43
CABP2,6.99226016176951,2.07264401313029e-36,1.5320609728919e-35
CPA1,6.98815484901557,3.00669642411607e-39,2.73469991316623e-38
H4C12,6.98545517852256,1.79713926546899e-75,2.98571500063925e-73
F7,6.98284910913927,5.29085531042663e-35,3.54116017706625e-34
HOXC11,6.97919309511379,1.056897491738e-36,7.98135822114899e-36
CA4,6.97845110206216,5.31953433452018e-60,2.45162699833222e-58
GSTA7P,6.97744913708987,2.95195411423582e-56,9.96937814874954e-55
FCRLB,6.97635246318699,1.29246024943962e-40,1.30264058702082e-39
CDH4,6.97566812181274,9.73627754563687e-48,1.67987482175599e-46
TLL1,6.97490783492883,3.50867730369747e-54,1.00113935087911e-52
GRM4,6.97423410038998,3.50272858302942e-49,6.72504301388528e-48
MS4A15,6.97173922466663,3.12044887980391e-34,1.98347322964641e-33
HOXA7,6.96852073041607,4.58877314009837e-35,3.08730618743196e-34
FAIM2,6.96850571955648,6.0682132246843e-53,1.55874389827583e-51
CCDC177,6.96809999010356,1.85685862462099e-37,1.48268002038051e-36
KCND1,6.96741083357519,2.05552197166865e-43,2.54635045931123e-42
MEOX1,6.96562486609865,4.51839549946169e-43,5.44029606571655e-42
HOXC10,6.9649344698517,4.46013426884129e-36,3.21945431227749e-35
LHX8,6.96482878532297,2.40995277656928e-34,1.54088880043774e-33
ACHE,6.96459188623114,2.50892059135021e-51,5.64260623388707e-50
CNGB3,6.96375326802479,3.3638369440826e-39,3.03673991608439e-38
HOXA4,6.96076470236937,3.88949804161716e-36,2.81643406521459e-35
AMER2,6.9573137979828,1.18044822552458e-44,1.60836070727724e-43
GRIA4,6.95280110922587,3.16699046172897e-45,4.49333130179604e-44
LHCGR,6.94783158045932,6.00358033434996e-35,4.00258118019235e-34
IGF2,6.94632997798387,1.22750645772823e-44,1.6691657119247e-43
LIN28B,6.94433224283635,6.87571629670218e-35,4.56924617510844e-34
HOXC4,6.94429133629213,4.35114149791525e-41,4.55014548216e-40
CDSN,6.94417847783961,3.61019490390736e-40,3.52147846663804e-39
HHIPL2,6.94028236221882,1.65815660982687e-40,1.65582570620666e-39
WNT10B,6.93996384070781,6.18335474926205e-44,7.96643472104737e-43
HOXC5,6.93839212200138,4.1087142502304e-33,2.41631807790455e-32
LDB2,6.9382547940634,9.79828740072866e-41,9.98291388439225e-40
NAT8L,6.93745943468918,3.47417055585885e-42,3.92602235991487e-41
DUSP13,6.93710963175183,4.49551407790118e-42,5.0442312374097e-41
LINGO1,6.93567531536437,1.14753349543454e-36,8.61214482311362e-36
NYAP2,6.93454625061559,2.42327218140805e-43,2.98575539528632e-42
AMHR2,6.93235614600583,3.53870068988658e-36,2.5769096116067e-35
ISX,6.92697358402704,5.59768264652796e-30,2.67807385511199e-29
LHX1,6.92460059794412,3.12807963281488e-32,1.73136938515904e-31
WNT2,6.92368356409727,5.69988445876086e-34,3.55828241621007e-33
CLCA1,6.92255113332809,3.9145156219617e-39,3.51845271937317e-38
ATP1B2,6.92193221234774,1.15970505529112e-46,1.83777568031173e-45
IZUMO3,6.91115333904635,2.94254405825413e-33,1.75200433942466e-32
FOXA2,6.90985121870353,1.04488090618002e-38,9.09019913353654e-38
KIF2B,6.90647527111991,8.17323544779879e-33,4.7058922152069e-32
CPN1,6.90486852502167,3.08844117619764e-34,1.96434012568223e-33
HCN1,6.90285641823445,1.05907010730388e-41,1.15255696146684e-40
GJA8,6.89843377134719,3.68154908238792e-37,2.8663489284306e-36
CASQ2,6.89693115410029,5.49213520580992e-43,6.55144628690736e-42
CARMIL3,6.89630575003136,2.85631050827354e-43,3.50672543390603e-42
PDZD7,6.89472784532541,4.1507388298376e-63,2.45716582280127e-61
G6PC,6.89398456812978,2.28065581760776e-37,1.8075337887521e-36
FREM3,6.89280294778739,1.21658373482024e-46,1.9234721044537e-45
ALPK2,6.89123897911606,1.20618650365242e-45,1.77363655686963e-44
FGD5,6.89008582655011,1.98017343355414e-57,7.48505557883465e-56
HOXB8,6.88990237431398,2.03685260578458e-33,1.22729454611781e-32
MCHR2,6.88731533429968,1.38898635222404e-36,1.03863912312767e-35
CALHM1,6.88671824613932,1.9068685967883e-41,2.03646448742539e-40
KANK4,6.88268066447442,1.74701995060514e-42,2.01400996096343e-41
HSFX1,6.87972158679135,2.272649825167e-52,5.51458881605011e-51
LGALS12,6.87946203835185,9.11216261691553e-31,4.58747952275359e-30
KIF15,6.87912002221706,1.48729824497833e-47,2.52179680204104e-46
TMIE,6.876300550869,7.74786119286278e-40,7.34531470014571e-39
GJD2,6.87555828715672,7.87398844552541e-37,6.00205081628646e-36
HMGA1P7,6.8747630320627,2.73357327783608e-40,2.69060406577645e-39
FRG2C,6.87398355602072,2.68047009906881e-36,1.9630417529654e-35
CCDC196,6.87354395958298,3.57246266283855e-51,7.94776493705583e-50
ACSM5,6.87316202882587,5.79767116346585e-42,6.42138836766452e-41
CYLC2,6.8730290175071,7.25071545425313e-35,4.81069207964794e-34
MYBPC3,6.87269978050497,4.46217321834941e-62,2.40641964584336e-60
PDZD3,6.87248718311664,1.87005618679669e-47,3.1423350329689e-46
GJA3,6.86863835907489,9.10321718685165e-44,1.15548599671184e-42
DRP2,6.86829249956171,4.57993319687647e-35,3.08236536389586e-34
HOXD3,6.86753537627203,3.54292882250533e-36,2.57907691422022e-35
FTCDNL1,6.86741954746083,1.94485086564707e-51,4.41254104440476e-50
CD34,6.86689626517796,9.31048097695745e-52,2.17608709802456e-50
NELL1,6.86678905179722,1.06009006471735e-36,7.9996027191363e-36
DPT,6.86605414182869,1.84176313170796e-32,1.03384638355084e-31
HMCN1,6.86440186234714,4.34946990436394e-43,5.24610242973077e-42
MBD3L2,6.86435114444049,4.00477016099225e-23,1.25003439525154e-22
NXPH1,6.86367751732044,9.43706782937087e-32,5.06415822747771e-31
KCNH7,6.86280249004723,3.55706740408584e-50,7.32059396519205e-49
CPLX3,6.86147004252248,8.31461603880401e-35,5.49356654956387e-34
DLL3,6.861130563315,9.44262135909862e-34,5.80159387470297e-33
DCD,6.86082157636998,3.79170221762932e-35,2.56950188767702e-34
DACT1,6.85994773634952,1.62549739324791e-45,2.36489107568464e-44
CLDN14,6.85287969103598,1.71133696482636e-38,1.47511518043463e-37
CD5L,6.85087562650452,8.25089897162294e-35,5.45321686603799e-34
MDFIC2,6.84713009923423,6.71346263801686e-34,4.17332660850288e-33
PPIAL4F,6.84711989034846,2.89836491505297e-30,1.41056498027418e-29
MMRN1,6.84628997722136,6.67816811766048e-39,5.89952578867597e-38
KLF18,6.8458117901462,6.12175253391639e-33,3.55652069800371e-32
JCAD,6.84150497964147,1.96108899404042e-52,4.78677658367615e-51
INSC,6.8413753414984,3.21720088411579e-31,1.66652138329568e-30
PERM1,6.84071857325029,4.12482624557407e-38,3.47690447974924e-37
CXCL12,6.83874317711099,2.18726477570107e-47,3.64561825600468e-46
CASKIN1,6.83717497436865,4.12730576945957e-69,3.86484664348348e-67
IL13,6.83351689954139,6.56633107058021e-35,4.36787169470529e-34
DHRS4L1,6.83149930061808,7.42388492318136e-53,1.88117408736112e-51
GRIK5,6.82966208738171,3.2977035594607e-30,1.59849390655176e-29
LHX5,6.81997709220835,5.01153391698303e-37,3.86242462490713e-36
NXPE4,6.8196253475308,6.02054376932415e-38,4.99513581118997e-37
MYO16,6.81916576533325,8.61293935789493e-58,3.35416188491481e-56
HBG1,6.81878158812637,5.76114788686446e-22,1.68755022916671e-21
FSTL3,6.81792563342769,5.29651016623877e-46,8.02304455402095e-45
WNT8B,6.81620897595799,3.65903319795837e-44,4.81659699112718e-43
HAO2,6.81596602529332,4.01995645848005e-34,2.53412249085519e-33
KCP,6.81507361384968,2.06336493652786e-62,1.14575151098141e-60
VRTN,6.81417102586639,5.80077372042518e-41,6.02631061091675e-40
ISLR2,6.81359070633473,1.85197489557498e-41,1.98092081120147e-40
HOXB6,6.80902804039923,6.30694204942101e-38,5.22014114745368e-37
INTS4P2,6.80738151061962,7.92123319281292e-57,2.83307855911699e-55
CLIP3,6.80641195040262,2.77198621385847e-50,5.73350281041148e-49
MST1P2,6.80431807998856,6.10837954825749e-61,3.06176951517403e-59
GPA33,6.80326927981637,2.38348322177971e-40,2.35501860200881e-39
CKM,6.8027317912277,9.10015895817225e-37,6.90505984152142e-36
HFM1,6.80129712367934,2.11250719195478e-47,3.52958318422225e-46
THBS4,6.80098618945477,5.90385058518069e-52,1.40282844181439e-50
CCDC197,6.79690579380083,1.34648759953192e-33,8.19225960955612e-33
CDK5R2,6.79531727940727,1.2332353894835e-31,6.58013008514621e-31
ISM1,6.79119156886386,1.17064162907205e-42,1.3655938958388e-41
HAPLN2,6.78964065883358,3.56907817186334e-33,2.10919619674574e-32
ARSF,6.78820977556924,1.17881943812052e-34,7.69238493656028e-34
FREM1,6.78415463865961,2.47479455100124e-32,1.37755316252841e-31
APOB,6.78315311443083,5.66369983902979e-41,5.88687590231346e-40
CBLN4,6.78135094083516,2.20080864615462e-33,1.3233759170879e-32
HDGFL1,6.78121654755181,1.51656949056802e-30,7.52658349197586e-30
LRFN5,6.77990527699753,3.62070102591746e-34,2.29366733809734e-33
CBLIF,6.77587693262968,1.54892773251117e-35,1.07984636945728e-34
GOT1L1,6.77357869236206,1.80329667027667e-34,1.16274537415868e-33
KIR3DL2,6.77176723022818,4.15631322367937e-27,1.63842726217028e-26
NOC2LP2,6.77058289604549,9.21970633632012e-36,6.52698179500106e-35
ART1,6.77051896295767,1.12256939897618e-36,8.43093408250394e-36
FKBP10,6.76699499180133,3.95591796444887e-45,5.56665751267835e-44
LRIT2,6.76372229553019,1.23271151207686e-36,9.2345781310165e-36
DPEP1,6.76243428381963,1.39501978275712e-28,6.08872935266512e-28
CA10,6.76145700885308,1.32451636607002e-39,1.23860016601945e-38
HPD,6.7592284703298,3.91538693334441e-43,4.74196861927267e-42
AQP12A,6.75740972650835,1.57950821272231e-29,7.32046089770355e-29
IL17REL,6.75736273022893,1.52569443265579e-47,2.58477228677154e-46
MRGPRF,6.75719237463,5.56385927559717e-34,3.47758085365829e-33
CCDC42,6.75589619986769,8.4967532526164e-35,5.610308133242e-34
TM6SF2,6.75171046621808,4.04631462750802e-39,3.63533046843841e-38
CPA2,6.75143203273679,1.45682951292815e-33,8.84531234772553e-33
WNT8A,6.74303561677073,1.06004880304282e-36,7.9996027191363e-36
HSD3B2,6.74273321185746,4.55289195366099e-35,3.06616956970808e-34
CCDC105,6.74049244995012,2.50965071529697e-34,1.60264458728558e-33
KCNK3,6.73812811178973,8.92539671831314e-41,9.12063977152624e-40
HCRTR1,6.73521260180666,5.34120924428971e-38,4.44942384317074e-37
GPC5,6.73235942114879,6.0081728098239e-36,4.31269575105164e-35
IL1RAPL1,6.73100997639179,2.26236212049125e-32,1.26306021800109e-31
CILP,6.72779683925505,4.61643935211373e-50,9.42549723418185e-49
ATP1A4,6.72687007750154,1.62996638685817e-45,2.36804919151376e-44
CIDEA,6.72358641298595,1.06039274870974e-31,5.67553936507389e-31
COLEC11,6.72262235673885,9.56723852503623e-35,6.2949434958247e-34
CDIPTOSP,6.72135980656979,1.72994917879729e-27,7.01272786942205e-27
CROCCP2,6.72091245730818,7.4482299085248e-65,5.0977071211136e-63
KCNK16,6.71955632426319,1.60214880067859e-33,9.70760807140577e-33
ITGA7,6.71705582494261,4.06029030901366e-59,1.72466063208228e-57
CALR4P,6.7165793153188,9.01956219748694e-35,5.94218103071406e-34
CASP1P2,6.71652220304198,1.21471261527815e-42,1.41460116378435e-41
CDC25C,6.71114678948027,1.0323796121948e-52,2.58735430545317e-51
DCLK3,6.71076655128479,5.96006806708399e-40,5.70024894382531e-39
KIF18B,6.70909689391523,1.07120548300537e-52,2.67814370817884e-51
CCER2,6.70909614566867,2.58685592155659e-35,1.77817213346637e-34
CAMK2B,6.70859198759796,2.82571224379788e-37,2.21907625917333e-36
LCE1E,6.7084323938827,9.43392593458826e-30,4.43818927103112e-29
LMAN1L,6.70822192714849,4.66350127992962e-44,6.08055632074874e-43
HNF4A,6.70345584508491,4.08963671978693e-39,3.66945148363809e-38
ARSI,6.70223729044741,1.78651636553093e-34,1.15264715459764e-33
IFNL2,6.70083440471367,1.51047214614831e-33,9.16560727033914e-33
CUZD1,6.70020526904534,2.19845050548644e-40,2.1784645918002e-39
MBD3L2B,6.69915719308151,7.34248494965457e-22,2.13828855594902e-21
CD1A,6.69775608875888,4.52863952842939e-39,4.04572866110901e-38
FCGR1CP,6.69682202073094,5.98457097830326e-60,2.7336617898897e-58
DBX2,6.69642473359919,1.98356775274776e-30,9.75262035187511e-30
ARSH,6.69143503894994,6.58738450124303e-32,3.57028961089471e-31
LRIT3,6.68947821933579,2.00618779249316e-44,2.67851423934877e-43
ABLIM2,6.68722073536641,4.96518361200417e-49,9.47108773989795e-48
FSHR,6.68712078958021,2.23431087600424e-30,1.09619048241399e-29
IL2RA,6.68641414223313,5.30744351155815e-46,8.03369902877366e-45
DCT,6.68464805939702,4.33284987778673e-35,2.92275836058561e-34
ASB15,6.68358264785022,1.57888424376131e-40,1.58049535013249e-39
HNRNPA1P33,6.68059846051428,5.17339703404895e-37,3.97824383346183e-36
NEFL,6.67816118679063,8.63251031071399e-36,6.1218018902244e-35
HAPLN1,6.67460142677505,1.62028349787372e-29,7.49931708373323e-29
DCSTAMP,6.67406593685965,3.11939610348426e-30,1.51420073345615e-29
MYL7,6.672205805136,5.58430515013021e-28,2.34063622376058e-27
AMER3,6.67193630826529,8.85858830371478e-41,9.05686241413539e-40
KCNK12,6.66906988022977,3.31215723700426e-32,1.82981365619535e-31
C9,6.66877553036499,2.96202671724956e-33,1.76309483970119e-32
HOXA13,6.6684692075092,8.19943220941276e-28,3.39948787692017e-27
H1-8,6.66650531864898,2.05584745320898e-28,8.87149421524052e-28
MPO,6.66416272348877,3.47183108265377e-33,2.05349388842235e-32
GUCA1A,6.66303327299212,7.18955716776735e-33,4.15345112768298e-32
MYOG,6.66279881972532,1.42637020884481e-30,7.08918037935148e-30
NOX3,6.6623970625727,4.74988156588244e-28,2.00311791481564e-27
CLK2P1,6.66033414038278,3.84972938101082e-44,5.05792570014055e-43
PDILT,6.65804444138498,8.35975804054083e-32,4.50129052256094e-31
LEFTY2,6.65477126629612,1.73944263440954e-25,6.23380018229203e-25
GPSM1,6.65412022461003,3.32054147943692e-59,1.43409800876059e-57
MRGPRX3,6.6511277142018,2.42891038786849e-30,1.18714075683224e-29
MPZ,6.65001531871104,4.29226750961134e-46,6.52101791780997e-45
DDX4,6.64766059777055,4.90313926947736e-42,5.46884526748799e-41
NALCN,6.64584952826552,3.03562903240083e-40,2.97937082879893e-39
LHX6,6.64089445783122,4.5388788312774e-43,5.46176651887534e-42
TINAG,6.63970037998503,1.98066074404579e-31,1.0414393054642e-30
HTRA3,6.63864165221604,1.78669915298737e-31,9.42822470560777e-31
FOXN1,6.63603678931715,6.65633107121929e-45,9.20315948981132e-44
MOXD1,6.63510807274238,5.32104034809303e-38,4.43621012590306e-37
KL,6.63188612988748,3.66467792277824e-44,4.82094699151689e-43
FLG,6.62634946559572,1.6118937670193e-41,1.7349333069156e-40
FRG2B,6.62250601820625,1.61993540151412e-29,7.49931708373323e-29
CBLN1,6.62093402361379,1.53097869116108e-30,7.59443583352022e-30
CDC14C,6.62013947232433,1.91760971491033e-44,2.56897984425593e-43
TIFAB,6.61915087841893,2.59317324201978e-38,2.21025907980346e-37
CRP,6.61633472085337,2.4460616539366e-28,1.05113300235185e-27
GPR12,6.61372615295372,4.1327266031926e-31,2.12739382189832e-30
KNG1,6.60921634460996,2.72407157082852e-37,2.14111401871951e-36
ILDR2,6.6084574523704,6.0089930861134e-43,7.14317752839135e-42
